Time,V1,V2,Amount,Class,device_id_hash,geo_drift_km,biometric_score,login_time_hour,user_behavior_score
162802,1.137310703033016,0.10221390446922606,582.9610483720663,0,3117554beaee,0.493421052631579,0.20454545454545459,21,0.1125
142395,-2.2853602876101395,-3.476678833808752,447.6485530005564,0,f4716b563e01,0.4577067669172933,0.8636363636363633,15,0.3
143487,-2.4123942612746925,-2.305394731967828,655.2663753820362,0,9727f94b6f53,0.42387218045112784,0.7272727272727271,15,0.41250000000000003
88560,-0.8751361113834097,0.19103240840784155,395.1135702390551,0,559f4ba8f819,0.25704887218045114,0.8863636363636362,0,0.4875
65787,2.586366375534634,0.11583680087177506,510.3930724914873,0,73b0357ecf1e,0.39755639097744366,0.0,18,0.13749999999999998
23564,-0.6692826468173345,0.9473973623679629,836.9101437876939,0,b9b70e53d843,0.4083646616541354,1.0,6,0.6875000000000001
89049,1.3460720748226582,-0.9655253533402121,681.2825604662421,0,f969780d17a4,0.343515037593985,0.6363636363636362,0,0.0625
10354,2.2270161542286946,1.0540221487004737,932.9108029238979,0,912bd6e3b09c,0.4342105263157895,0.9090909090909092,2,0.13749999999999998
110572,1.907452971912843,-0.4579282278896053,331.77254311706105,0,6ee7f713390b,0.5136278195488722,0.43181818181818166,6,0.6500000000000001
105090,0.45844389955001374,-0.14273122811755584,524.1426778780418,0,a3f00ff97c6e,0.7227443609022557,0.7954545454545454,5,0.325
99650,-0.6466558856124569,0.5077261418276583,769.8952361809056,0,ebf3b69dc4e1,0.481203007518797,0.40909090909090895,3,0.3375
15324,-1.3019913956813332,0.0307014937148719,395.73575729630653,0,d899a649be23,0.4929511278195489,0.5227272727272727,4,0.3625
11547,0.511649971797109,-0.5791659007682691,71.56803133629411,0,93ffbe9f2004,0.4464285714285715,1.0,3,0.1625
20525,-0.8780509340873737,-1.1474598746892624,130.62498772583447,0,4f344d2d6b49,0.18609022556390978,0.6136363636363635,5,0.07500000000000001
42700,-0.5049387037750386,-0.5573041529933267,325.3067232820765,0,beb7424d8d72,0.4530075187969925,0.7045454545454546,11,0.4
99925,0.7688438867042692,-1.10831181767215,490.056022337617,0,5d4d6ea8a868,0.46522556390977443,0.8636363636363633,3,0.43749999999999994
162816,-0.4813533643745591,-0.2088930421224728,367.5951177661302,0,3ba56406673d,0.8040413533834587,0.7727272727272729,21,0.375
17953,0.26849873205527663,0.6156852650159518,774.8714054895879,0,0f8d025e2fbe,0.42951127819548873,0.7045454545454546,4,0.21249999999999997
152028,-0.09938247297332715,-0.0066825125430947825,277.09989161782585,0,aaf489c8c21f,0.4990601503759399,0.75,18,0.125
74294,-1.510461824084754,1.6784552269551987,658.9809991993468,0,ece415ed2c16,0.4520676691729324,1.0,20,0.275
132786,-1.763129275557618,-2.1227645594886257,751.275847250924,0,7007e1b6a241,0.2918233082706767,0.6363636363636362,12,0.7875000000000001
128036,0.6412984424061586,-0.47537411860798456,34.38762987954994,0,681f1b504928,0.6179511278195489,0.7045454545454546,11,0.2875
110003,-1.4124258176868147,-1.006944226720436,232.67787097377507,0,427650eeef26,0.5629699248120301,0.9090909090909092,6,0.2625
167504,0.5050784089337513,-0.5497378055600616,974.0207545537328,0,045236086252,0.568139097744361,0.9090909090909092,22,0.3
8442,-0.5164718773700968,-0.17099183570804052,548.2646468210759,0,44521846f479,0.3284774436090226,0.9318181818181817,2,0.2875
7245,-1.8559247953488989,0.20863401547278906,164.57472643650212,0,f4c3887f606f,0.6546052631578949,0.7954545454545454,2,0.6500000000000001
72265,-0.20497271351132626,0.445647426006328,915.7652780241649,0,288e4ad44d24,0.25892857142857145,0.40909090909090895,20,0.47500000000000003
90929,-0.4539591118299544,2.791679948577322,535.2348456369131,0,17c9c677333c,0.5394736842105263,1.0,1,0.2
46347,1.5568458131804328,-0.3620713095676327,593.5322914976509,0,f4d800133cdf,0.7655075187969926,0.40909090909090895,12,0.2375
89919,-0.5065260484642956,-0.3287068519119812,952.8243874360876,0,ed82bcc6439e,0.31719924812030076,0.7272727272727271,0,0.3
67595,0.20023012628653827,-0.2071985368314491,763.0589744412002,0,b21c11be1572,0.3768796992481203,0.4772727272727273,18,0.35
106829,-2.542863231200206,-0.48762623342285805,176.45038971473863,0,3c58c21b1101,0.4708646616541354,0.6363636363636362,5,0.1625
68287,-0.23857540850662753,0.22582056585168303,549.5082350787131,0,7ea0b7d619c4,0.38580827067669177,0.7272727272727271,18,0.22499999999999998
41715,1.2154307005104097,0.993517593195984,803.1419896362593,0,84ee0d1c2ecb,0.23825187969924813,0.7272727272727271,11,0.7
47387,-1.1801181283777238,-0.8415536089291792,509.853909604959,0,8eaa7931a7f9,0.4666353383458647,0.75,13,0.6625000000000001
106646,-0.10093546766805923,0.04224419320685644,794.3472043707642,0,571f438d1649,0.3068609022556391,1.0,5,0.25
52719,1.2333169690161507,0.9568733426880756,624.2422876531033,0,9c3e43ac8e4b,0.5234962406015038,0.7727272727272729,14,0.22499999999999998
86081,0.97700047289661,-0.3046748382971677,36.73255577303269,0,b49896f78aa0,0.3270676691729324,0.6136363636363635,23,0.47500000000000003
88089,0.14001488712279145,-1.5027493533487855,698.7402850061426,0,5da27be12de9,0.6752819548872181,0.8863636363636362,0,0.05
36487,-0.19438702642369787,-0.09964032412349554,389.0427552030534,0,c249c5c686a7,0.34633458646616544,0.9318181818181817,10,0.625
88780,0.9557799360725859,1.3216256584873018,415.17143537661315,0,4a5f78921365,0.4111842105263158,0.38636363636363624,0,0.2
41991,-0.894569817777808,0.5333532163105406,956.3562006380022,0,91d741750b0f,0.5714285714285715,0.7954545454545454,11,0.425
107568,0.23422867534630587,0.4309201214314289,764.9754597550001,0,2a46539bbe97,0.2833646616541354,0.8181818181818183,5,0.0625
15882,-1.2536707400602876,-0.7094848053847062,317.0452387217391,0,e2b3073663fb,0.4887218045112782,0.5909090909090908,4,0.4875
164378,-0.31566000562010055,-1.786939645073162,75.21482785077191,0,f1cb82863b6b,0.6409774436090225,0.9772727272727271,21,0.43749999999999994
140940,-0.9147947212598483,0.6658041775808724,188.96472529535936,0,6a7df11d1585,0.23026315789473686,0.6136363636363635,15,0.41250000000000003
84228,-0.26443211076591433,1.177398232746415,435.5862147215678,0,9f501f8b8764,0.48261278195488727,0.6818181818181817,23,0.15
8179,-0.07322284603266166,0.28560567731235437,101.45414428540069,0,85d0150e5089,0.493421052631579,0.6136363636363635,2,0.22499999999999998
99160,2.747853830290755,0.2079171936088325,67.74606124635385,0,a2b1eef3a0e4,0.5671992481203008,0.659090909090909,3,0.375
117814,0.4854370811422965,-0.09430125523295141,848.8117016975131,0,482935807418,0.2824248120300752,0.40909090909090895,8,0.1875
35105,0.8117594084506642,0.050681942581295186,70.27759587840289,0,da91b7d2e96e,0.27067669172932335,0.34090909090909083,9,0.1875
63343,-0.3196112143113452,0.12394090482048291,460.1081883247057,0,bdb3f97f77b4,0.5305451127819549,1.0,17,0.6000000000000001
47720,-1.5799393461084625,-0.4119078537344373,464.25580815575415,0,90732d3fa12d,0.4985902255639098,0.4772727272727273,13,0.037500000000000006
141356,0.5629327945529039,0.36584542106665713,580.1497690376597,0,2dde8f7f971b,0.4920112781954888,0.43181818181818166,15,0.6125
52964,0.2887509736460129,-0.35875879368471353,501.541961692275,0,dd3c909c83b9,0.505639097744361,0.15909090909090895,14,0.15
161591,-0.4777149831521853,0.4571868357619185,641.5659109372062,0,5686121180c6,0.3609022556390978,0.5227272727272727,20,0.46249999999999997
90231,-1.4006255460577997,0.2511165715126274,609.3509609737852,0,66d4644c95b8,0.4896616541353384,0.36363636363636354,1,0.3875
49405,2.376462653733374,0.7500865186064191,371.1280600613306,0,6754fa35ce0c,0.49812030075187974,1.0,13,0.13749999999999998
85371,0.15709816991639247,1.4712554914254137,438.00056699969065,0,f3e81b912062,0.356203007518797,0.8863636363636362,23,0.1875
104272,0.6942747533650262,-0.8962768533441873,219.46744629449887,0,27f7b919f239,0.7199248120300752,0.5,4,0.5125000000000001
167644,-0.20829264116761984,-1.2234762585399248,175.4238612108982,0,f42799fc6b12,0.5234962406015038,1.0,22,0.2625
106307,0.13330964211735039,-1.587502053771104,216.79080920764378,0,87027309f465,0.28900375939849626,0.8863636363636362,5,0.925
139306,1.4391411062986823,-0.16347797325070315,123.01347895117122,0,4191ddf30c2d,0.549342105263158,0.5909090909090908,14,0.21249999999999997
150459,-1.1890563039952051,1.2402704528784314,748.6344278078244,0,57fa5d6ac98d,0.31954887218045114,0.09090909090909083,17,0.2
134254,1.2428770545292012,1.2067772022555352,979.4045804592783,0,8d48ea690a40,0.5676691729323309,1.0,13,0.1125
113207,-1.3474368774587224,1.2230643870148539,640.7264605262361,1,8fbf91a55e09,0.6203007518796992,0.34090909090909083,7,0.1875
26464,-0.5816413861135142,-0.7298597975773563,770.8815962322827,0,4d5145f4c721,0.3411654135338346,0.2954545454545452,7,0.3
44648,-0.15261226189791383,-1.4808565945141519,786.3349281886923,0,ce2fed2df2a5,0.5925751879699248,0.8863636363636362,12,0.8625
62423,-1.5871457372395108,-0.37408079034815955,683.4260815848995,0,949f87623812,0.5150375939849625,1.0,17,0.1875
157128,0.6982040156247021,1.7817148388249133,154.68065182777062,0,de37dc323e12,0.5728383458646618,0.9772727272727271,19,0.037500000000000006
28135,1.4720276779650765,-0.644212557255413,287.9811751008986,0,9da6c2a7f3d2,0.7241541353383458,0.7954545454545454,7,0.22499999999999998
92293,-0.7995128024855236,2.196623593427043,443.0700277447112,0,7d6e9fa034f3,0.42199248120300753,0.7954545454545454,1,0.3375
98220,-2.309694580549063,0.438647790264287,134.48339116800497,0,bcd724effc4f,0.35056390977443613,0.8636363636363633,3,0.6125
105821,0.19859123369515438,0.5073316084512638,219.30580372907062,0,2c892f1f1f07,0.33129699248120303,0.8409090909090908,5,0.35
69195,2.1109880310867997,-0.49929224117160165,659.2562008545092,0,5d9c81ea8bf8,0.3416353383458647,0.7272727272727271,19,0.25
14278,-0.8208730677497544,1.3843513595776114,37.97945047880237,0,20ec263a3b85,0.4459586466165414,0.6818181818181817,3,0.2
114158,-0.4830570721657739,0.4943340508090663,825.0497316155768,0,7c0807bceb28,0.5046992481203008,0.6363636363636362,7,0.4875
60669,-1.1936074783368544,0.4538049003395191,193.8752975658986,0,73d11e2df8df,0.49577067669172936,0.4772727272727273,16,0.325
73527,-1.1114629309159545,-1.0280123898800304,18.715413426635138,0,dd49f07b37bd,0.5733082706766919,0.5909090909090908,20,0.4875
101611,-0.11091375372754024,1.6530397207933778,163.90214959056925,0,2b1b5b3d2df7,0.4586466165413534,0.2727272727272727,4,0.125
159098,-0.06671447040686718,1.2297829562479312,297.3710979049127,0,376bf910d8a6,0.6616541353383458,0.6363636363636362,20,0.22499999999999998
172360,-1.7326823948481147,-0.11714670310600406,530.1760658842281,0,bd7fa83b19bf,0.4196428571428572,0.43181818181818166,23,0.425
46003,-0.3129799973712705,1.0024910258211364,833.1709579367772,0,78929f177f19,0.8402255639097744,0.40909090909090895,12,0.08750000000000001
2547,-0.2817530044604882,-0.16050397133335192,295.875032399559,0,de7b5c10c57a,0.5451127819548873,0.7045454545454546,0,0.13749999999999998
149780,1.9489914814328821,0.829631579463866,272.59299931778736,0,0f6456023e4f,0.3359962406015038,0.9772727272727271,17,0.2875
20173,1.5078017116121338,0.39473002394062257,490.14018583061494,0,eb95d1b5dd7d,0.305921052631579,0.8636363636363633,5,0.575
168913,-0.6881466836303853,-0.06949351735270135,421.16690094355823,0,5470b2da0cf1,0.524906015037594,0.2954545454545452,22,0.675
76175,1.2806273728626447,-0.6190693638379305,320.29332581254175,0,c89e207c5b9c,0.4252819548872181,0.43181818181818166,21,0.15
140408,0.41747656530661614,1.4678456647902136,110.37193729866144,0,52f8e4d3ec75,0.5573308270676691,0.8636363636363633,15,0.3625
141029,-0.46570591438599884,-0.4040650080070523,718.8465526625417,0,adbe21d42bee,0.5234962406015038,0.43181818181818166,15,0.625
163655,-0.4123991162020954,1.635616665617024,342.50319608255865,0,a68adfc9024f,0.4464285714285715,0.6136363636363635,21,0.4875
127904,1.1018386505415496,0.427676179388166,697.1543505366747,0,e14a3869eae6,0.33740601503759404,0.7954545454545454,11,0.3375
112625,-0.17283981644039628,1.232127463127481,828.8275978366321,0,f9fe18cba1fa,0.24342105263157895,0.43181818181818166,7,0.3875
91517,1.866985800709099,0.8760969478594192,545.073933604622,0,3975ad55cd83,0.39379699248120303,0.6818181818181817,1,0.1625
47873,0.650592732590947,-0.8384920110815264,445.3587369238415,0,36ed1de90ef9,0.5775375939849625,0.36363636363636354,13,0.2375
68549,-0.07611867114617313,0.9298087286091744,103.81106582886422,0,7b3e187c1a89,0.4868421052631579,0.5227272727272727,19,0.2875
67862,2.2643670185769147,2.01065970982812,916.5089726035103,0,3f69e5b74113,0.281015037593985,0.7272727272727271,18,0.275
15715,0.5926370522874934,0.23816449821185287,557.5909809947173,0,6e3ad3f67634,0.481203007518797,0.2954545454545452,4,0.2625
131557,-1.7241107335139858,1.0013346730152677,122.5596774843082,0,8d29fe456f49,0.5112781954887218,0.75,12,0.13749999999999998
132680,0.4908426062985603,-1.4522873894838593,127.9447851658515,0,ee34d2b177f2,0.33223684210526316,0.659090909090909,12,0.6375000000000001
60398,0.9203088074650575,-1.1266809199681374,573.8205795191936,0,764aa2befd8a,0.4783834586466166,0.7954545454545454,16,0.3125
63841,0.2472878177561014,0.9870001945849879,782.2735304850376,0,39974e06a547,0.4647556390977444,0.7045454545454546,17,0.275
78548,-0.09061801745388039,0.4448850905755709,746.1316895023398,0,e2d9bfcdef82,0.29558270676691734,0.9772727272727271,21,0.1125
84285,1.0012815461608744,0.5791699786957761,772.1198234282529,0,5d83ffd79ee0,0.5070488721804511,0.6818181818181817,23,0.41250000000000003
16278,-0.21193507034582026,0.6549651410556085,396.73765955255925,0,310dfd0cde8c,0.5357142857142858,0.5681818181818183,4,0.1875
7166,0.45573780172215744,-0.5878222069156462,613.2686401280437,0,12c577cc0799,0.6094924812030076,0.6818181818181817,1,0.1875
20108,-0.23630670210738833,0.7543650606848624,948.5076015517172,0,5459bd17ea74,0.605263157894737,0.7727272727272729,5,0.22499999999999998
88784,-1.1580107344351225,-1.8497866776508314,135.56448384177276,0,7db142944ef1,0.262687969924812,0.659090909090909,0,0.47500000000000003
144324,1.0893919560006593,-0.39807012712806117,743.5012035301932,0,074b257c0812,0.32471804511278196,0.659090909090909,16,0.3875
5847,-1.0641321473005698,-0.7154230292701282,587.9822230702702,0,436a18dffbd8,0.5296052631578947,0.5,1,0.0625
43479,0.7586356975230594,0.14428777942817525,970.1538866745324,0,78b4116977e7,0.5291353383458647,0.5,12,0.625
56104,-0.15626186914302587,0.47759536848180917,128.01881929264346,0,f3406fb9a83f,0.5296052631578947,0.34090909090909083,15,0.3625
109504,1.5641641038212586,-0.3570630299213944,331.4881559269356,0,0c27b4308d27,1.0,1.0,6,0.3625
91535,0.5358096199125237,-0.8063794813473755,939.2089377147313,0,1d396990c93a,0.537124060150376,0.38636363636363624,1,0.1625
